trial_id,patient_id,patient_start_date,patient_end_date,diagnosis,medication,dosage_mg,age,gender,country,national_id,trial_name,start_date,end_date
106,P366,2023-03-07,2023-03-22,Cardiovascular,Drug_B,36,44,F,UK,BX898526U,Combination Therapy - Trial 106,2023-02-12,2023-04-17
109,P488,2023-03-23,2023-04-29,Cardiovascular,Drug_B,159,35,F,ARG,27-81136605-6,Low Dose - Trial 109,2023-03-01,2023-05-07
109,P243,2023-03-23,2023-04-09,Diabetes,Drug_E,118,39,F,ARG,20-48110156-9,Low Dose - Trial 109,2023-03-01,2023-05-07
115,P243,2023-02-16,2023-03-03,Diabetes,Drug_E,287,39,F,ARG,20-48110156-9,Combination Therapy - Trial 115,2023-02-07,2023-05-17
104,P273,2023-01-31,2023-03-16,Hypertension,Drug_D,374,72,F,MEX,WOAL917305HNEO5B,Long-Term Study - Trial 104,2023-01-23,2023-03-24
111,P273,2023-02-18,2023-03-26,Diabetes,Drug_E,500,72,F,MEX,WOAL917305HNEO5B,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
106,P113,2023-02-28,2023-04-06,Cardiovascular,Drug_A,255,61,M,Germany,6976690570M,Combination Therapy - Trial 106,2023-02-12,2023-04-17
114,P325,2023-03-13,2023-03-28,Hypertension,Drug_C,78,47,F,ARG,27-22076801-7,Combination Therapy - Trial 114,2023-02-10,2023-04-28
114,P077,2023-03-03,2023-04-28,Cardiovascular,Drug_A,261,61,F,MEX,STDK044004MOD3OX,Combination Therapy - Trial 114,2023-02-10,2023-04-28
113,P389,2023-01-15,2023-01-31,Diabetes,Drug_E,197,68,M,UK,SP883246T,Combination Therapy - Trial 113,2023-01-01,2023-02-18
107,P432,2023-02-07,2023-03-12,Hypertension,Drug_C,430,70,F,Spain,28351865A,Low Dose - Trial 107,2023-01-11,2023-04-13
111,P002,2023-02-09,2023-02-24,Hypertension,Drug_D,228,22,M,MEX,JGLJ024070HIS7B2,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
106,P343,2023-02-27,2023-03-22,Cardiovascular,Drug_A,361,40,M,MEX,OVQT268983MPBO7Y,Combination Therapy - Trial 106,2023-02-12,2023-04-17
110,P089,2023-02-06,2023-03-02,Hypertension,Drug_D,91,72,M,Germany,7058646569M,High Dose - Trial 110,2023-02-04,2023-05-16
110,P381,2023-03-24,2023-05-16,Diabetes,Drug_E,335,35,F,Spain,53073685C,High Dose - Trial 110,2023-02-04,2023-05-16
112,P374,2023-02-10,2023-03-02,Diabetes,Drug_E,456,24,F,UK,CG618941G,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
108,P312,2023-03-15,2023-04-06,Hypertension,Drug_C,392,72,M,MEX,HCCN681776MPBGZ9,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
103,P173,2023-04-07,2023-05-21,Diabetes,Drug_E,104,21,F,Germany,3676674959F,High Dose - Trial 103,2023-02-22,2023-05-26
101,P437,2023-02-07,2023-03-17,Diabetes,Drug_E,112,39,F,Spain,71960246A,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
103,P130,2023-03-09,2023-05-20,Diabetes,Drug_E,471,35,F,Spain,33074175I,High Dose - Trial 103,2023-02-22,2023-05-26
107,P229,2023-02-25,2023-04-13,Diabetes,Drug_E,122,24,M,UK,AM068558J,Low Dose - Trial 107,2023-01-11,2023-04-13
108,P229,2023-03-07,2023-03-25,Diabetes,Drug_E,43,24,M,UK,AM068558J,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
111,P254,2023-02-22,2023-03-14,Diabetes,Drug_E,466,71,M,MEX,QKAL419764MAZOZ9,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
109,P254,2023-03-23,2023-04-14,Hypertension,Drug_C,363,71,M,MEX,QKAL419764MAZOZ9,Low Dose - Trial 109,2023-03-01,2023-05-07
109,P213,2023-03-18,2023-04-22,Hypertension,Drug_C,271,24,F,ARG,20-03508922-5,Low Dose - Trial 109,2023-03-01,2023-05-07
118,P133,2023-02-12,2023-04-20,Diabetes,Drug_E,90,20,F,Germany,6368432558M,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
111,P196,2023-02-03,2023-02-19,Diabetes,Drug_E,456,41,F,ARG,27-31488670-7,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
100,P196,2023-02-18,2023-03-07,Hypertension,Drug_D,219,41,F,ARG,27-31488670-7,High Dose - Trial 100,2023-02-04,2023-03-07
107,P141,2023-02-19,2023-03-26,Hypertension,Drug_D,234,25,F,ARG,27-28822299-0,Low Dose - Trial 107,2023-01-11,2023-04-13
102,P249,2023-03-14,2023-04-07,Diabetes,Drug_E,489,53,M,ARG,20-66014173-3,Low Dose - Trial 102,2023-03-02,2023-04-24
101,P249,2023-02-27,2023-04-08,Hypertension,Drug_C,338,53,M,ARG,20-66014173-3,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
118,P485,2023-03-06,2023-05-11,Hypertension,Drug_D,19,56,M,UK,DY533813E,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
110,P268,2023-02-08,2023-03-12,Cardiovascular,Drug_B,204,50,M,UK,BE535381Q,High Dose - Trial 110,2023-02-04,2023-05-16
118,P234,2023-03-05,2023-05-28,Cardiovascular,Drug_B,375,71,M,MEX,JTZQ197117HBM2QL,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
103,P186,2023-02-28,2023-05-18,Diabetes,Drug_E,51,40,F,UK,SB710047W,High Dose - Trial 103,2023-02-22,2023-05-26
114,P302,2023-03-02,2023-03-27,Diabetes,Drug_E,434,20,M,Germany,1223894477F,Combination Therapy - Trial 114,2023-02-10,2023-04-28
114,P106,2023-03-19,2023-04-25,Cardiovascular,Drug_B,141,61,M,ARG,20-23432831-0,Combination Therapy - Trial 114,2023-02-10,2023-04-28
104,P203,2023-01-28,2023-02-13,Hypertension,Drug_C,240,51,M,ARG,23-73101333-7,Long-Term Study - Trial 104,2023-01-23,2023-03-24
107,P203,2023-02-08,2023-04-12,Hypertension,Drug_D,308,51,M,ARG,23-73101333-7,Low Dose - Trial 107,2023-01-11,2023-04-13
112,P033,2023-02-13,2023-03-17,Hypertension,Drug_D,499,22,M,Germany,1741049512F,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
101,P457,2023-02-03,2023-03-04,Diabetes,Drug_E,232,68,F,Spain,49837336B,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
107,P398,2023-01-16,2023-03-22,Cardiovascular,Drug_A,464,75,F,Spain,87685839O,Low Dose - Trial 107,2023-01-11,2023-04-13
103,P275,2023-03-24,2023-04-17,Hypertension,Drug_C,44,22,M,Germany,1875534746F,High Dose - Trial 103,2023-02-22,2023-05-26
108,P475,2023-03-05,2023-04-06,Hypertension,Drug_C,366,72,F,ARG,20-34029658-5,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
118,P475,2023-02-08,2023-04-03,Hypertension,Drug_C,179,72,F,ARG,20-34029658-5,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
117,P401,2023-02-20,2023-03-31,Hypertension,Drug_D,274,65,F,UK,LF904120A,Low Dose - Trial 117,2023-01-22,2023-04-16
100,P339,2023-02-17,2023-03-07,Cardiovascular,Drug_B,454,68,M,MEX,JCNG395788HXDX8I,High Dose - Trial 100,2023-02-04,2023-03-07
108,P027,2023-03-02,2023-03-20,Diabetes,Drug_E,445,21,M,UK,WQ776500P,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
106,P027,2023-03-01,2023-04-12,Hypertension,Drug_D,175,21,M,UK,WQ776500P,Combination Therapy - Trial 106,2023-02-12,2023-04-17
111,P251,2023-02-22,2023-03-09,Diabetes,Drug_E,444,46,F,Germany,3636642889M,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
109,P351,2023-04-01,2023-04-25,Diabetes,Drug_E,273,49,F,ARG,27-48117996-0,Low Dose - Trial 109,2023-03-01,2023-05-07
117,P338,2023-02-12,2023-03-18,Diabetes,Drug_E,423,48,M,ARG,27-40494324-3,Low Dose - Trial 117,2023-01-22,2023-04-16
103,P295,2023-04-09,2023-05-10,Diabetes,Drug_E,345,27,M,ARG,23-68881518-7,High Dose - Trial 103,2023-02-22,2023-05-26
106,P449,2023-02-21,2023-03-20,Diabetes,Drug_E,42,76,M,Spain,08647637P,Combination Therapy - Trial 106,2023-02-12,2023-04-17
117,P202,2023-01-30,2023-03-20,Cardiovascular,Drug_B,449,66,F,MEX,EZNT655546MAPB6D,Low Dose - Trial 117,2023-01-22,2023-04-16
100,P465,2023-02-12,2023-03-02,Cardiovascular,Drug_B,395,62,M,Spain,05492776O,High Dose - Trial 100,2023-02-04,2023-03-07
113,P025,2023-01-20,2023-02-17,Cardiovascular,Drug_A,18,71,M,Spain,53595624M,Combination Therapy - Trial 113,2023-01-01,2023-02-18
109,P264,2023-03-09,2023-04-06,Hypertension,Drug_C,308,41,M,UK,EN103472N,Low Dose - Trial 109,2023-03-01,2023-05-07
104,P266,2023-01-25,2023-03-18,Hypertension,Drug_D,207,27,M,ARG,20-47722287-8,Long-Term Study - Trial 104,2023-01-23,2023-03-24
119,P009,2023-03-04,2023-03-24,Diabetes,Drug_E,115,29,M,UK,EF455287P,Low Dose - Trial 119,2023-02-11,2023-03-31
103,P241,2023-02-28,2023-05-16,Diabetes,Drug_E,132,56,M,MEX,UTHJ297019MNH11P,High Dose - Trial 103,2023-02-22,2023-05-26
119,P271,2023-02-22,2023-03-18,Hypertension,Drug_C,461,77,M,MEX,OMXN707775HQT5HV,Low Dose - Trial 119,2023-02-11,2023-03-31
118,P272,2023-02-16,2023-05-06,Cardiovascular,Drug_A,162,55,F,UK,XL087250V,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
100,P279,2023-02-12,2023-02-27,Hypertension,Drug_D,417,58,F,UK,NT663599U,High Dose - Trial 100,2023-02-04,2023-03-07
111,P279,2023-02-17,2023-03-12,Hypertension,Drug_C,297,58,F,UK,NT663599U,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
116,P494,2023-01-30,2023-03-10,Diabetes,Drug_E,403,50,M,MEX,SBTO235788HJUSOI,High Dose - Trial 116,2023-01-29,2023-03-23
101,P114,2023-03-01,2023-04-30,Hypertension,Drug_C,72,57,M,ARG,27-25402517-1,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
111,P070,2023-02-16,2023-03-05,Hypertension,Drug_D,89,50,M,Germany,0368203555F,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
113,P266,2023-01-08,2023-02-15,Diabetes,Drug_E,432,27,M,ARG,20-47722287-8,Combination Therapy - Trial 113,2023-01-01,2023-02-18
